onet_soc_code,onet_plus_title,noc_2021,noc_plus_title,equal_weight,path_weight,base_weight,down_weight
13-1041.03,13-1041.03: Equal Opportunity Representatives and Officers,43202,43202: By-law enforcement and other regulatory officers,0.07692307692307693,0.16666666666666666,0.03225806451612903,0.007874015748031496
13-1041.04,13-1041.04: Government Property Inspectors and Investigators,43202,43202: By-law enforcement and other regulatory officers,0.07692307692307693,0.16666666666666666,0.03225806451612903,0.007874015748031496
13-1041.06,13-1041.06: Coroners,43202,43202: By-law enforcement and other regulatory officers,0.07692307692307693,0.16666666666666666,0.03225806451612903,0.007874015748031496
13-1041.07,13-1041.07: Regulatory Affairs Specialists,43202,43202: By-law enforcement and other regulatory officers,0.07692307692307693,0.16666666666666666,0.03225806451612903,0.007874015748031496
13-1041.08,13-1041.08: Customs Brokers,43202,43202: By-law enforcement and other regulatory officers,0.07692307692307693,0.16666666666666666,0.03225806451612903,0.007874015748031496
13-2081.00,"13-2081.00: Tax Examiners and Collectors, and Revenue Agents",43203,"43203: Border services, customs, and immigration officers",0.2,0.5,0.375,0.5806451612903226
23-1021.00,"23-1021.00: Administrative Law Judges, Adjudicators, and Hearing Officers",43203,"43203: Border services, customs, and immigration officers",0.2,0.25,0.1875,0.14516129032258066
43-4061.00,"43-4061.00: Eligibility Interviewers, Government Programs",43203,"43203: Border services, customs, and immigration officers",0.2,0.25,0.1875,0.14516129032258066
33-3051.00,33-3051.00: Police and Sheriff's Patrol Officers,43203,"43203: Border services, customs, and immigration officers",0.2,0.16666666666666666,0.125,0.06451612903225806
33-3051.04,33-3051.04: Customs and Border Protection Officers,43203,"43203: Border services, customs, and immigration officers",0.2,0.16666666666666666,0.125,0.06451612903225806
39-9011.00,39-9011.00: Childcare Workers,44100,44100: Home child care providers,0.5,0.5,0.5,0.5
39-9011.01,39-9011.01: Nannies,44100,44100: Home child care providers,0.5,0.5,0.5,0.5
31-1121.00,31-1121.00: Home Health Aides,44101,"44101: Home support workers, caregivers and related occupations",0.5,0.5,0.6666666666666666,0.7999999999999999
31-1122.00,31-1122.00: Personal Care Aides,44101,"44101: Home support workers, caregivers and related occupations",0.5,0.25,0.3333333333333333,0.19999999999999998
25-9043.00,"25-9043.00: Teaching Assistants, Special Education",45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.5,0.16216216216216217,0.27906976744186046
33-9021.00,33-9021.00: Private Detectives and Investigators,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.3333333333333333,0.10810810810810811,0.12403100775193798
33-9031.00,33-9031.00: Gambling Surveillance Officers and Gambling Investigators,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.3333333333333333,0.10810810810810811,0.12403100775193798
33-9032.00,33-9032.00: Security Guards,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.3333333333333333,0.10810810810810811,0.12403100775193798
33-9093.00,33-9093.00: Transportation Security Screeners,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.3333333333333333,0.10810810810810811,0.12403100775193798
25-9042.00,"25-9042.00: Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.25,0.08108108108108109,0.06976744186046512
19-4099.01,19-4099.01: Quality Control Analysts,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.16666666666666666,0.05405405405405406,0.031007751937984496
19-4099.03,19-4099.03: Remote Sensing Technicians,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.16666666666666666,0.05405405405405406,0.031007751937984496
33-9091.00,33-9091.00: Crossing Guards and Flaggers,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.16666666666666666,0.05405405405405406,0.031007751937984496
33-9099.02,33-9099.02: Retail Loss Prevention Specialists,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.16666666666666666,0.05405405405405406,0.031007751937984496
13-1199.04,13-1199.04: Business Continuity Planners,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.08333333333333333,0.02702702702702703,0.007751937984496124
13-1199.05,13-1199.05: Sustainability Specialists,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.08333333333333333,0.02702702702702703,0.007751937984496124
13-1199.06,13-1199.06: Online Merchants,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.08333333333333333,0.02702702702702703,0.007751937984496124
13-1199.07,13-1199.07: Security Management Specialists,45100,"45100: Student monitors, crossing guards and related occupations",0.07142857142857142,0.08333333333333333,0.02702702702702703,0.007751937984496124
11-1021.00,11-1021.00: General and Operations Managers,50010,"50010: Library, archive, museum and art gallery managers",1,0.08333333333333333,1,1
11-1021.00,11-1021.00: General and Operations Managers,50011,"50011: Managers - publishing, motion pictures, broadcasting and performing arts",1,0.08333333333333333,1,1
11-9071.00,11-9071.00: Gambling Managers,50012,"50012: Recreation, sports and fitness program and service directors",0.5,1,0.75,0.9
11-9072.00,"11-9072.00: Entertainment and Recreation Managers, Except Gambling",50012,"50012: Recreation, sports and fitness program and service directors",0.5,0.3333333333333333,0.25,0.1
25-4022.00,25-4022.00: Librarians and Media Collections Specialists,51100,51100: Librarians,1,1,1,1
25-4012.00,25-4012.00: Curators,51101,51101: Conservators and curators,0.5,1,0.6666666666666666,0.7999999999999999
25-4013.00,25-4013.00: Museum Technicians and Conservators,51101,51101: Conservators and curators,0.5,0.5,0.3333333333333333,0.19999999999999998
25-4011.00,25-4011.00: Archivists,51102,51102: Archivists,1,1,1,1
27-3041.00,27-3041.00: Editors,51110,51110: Editors,1,1,1,1
27-3042.00,27-3042.00: Technical Writers,51111,51111: Authors and writers (except technical),0.25,0.5,0.3,0.32142857142857145
27-3043.00,27-3043.00: Writers and Authors,51111,51111: Authors and writers (except technical),0.25,0.5,0.3,0.32142857142857145
27-3043.05,"27-3043.05: Poets, Lyricists and Creative Writers",51111,51111: Authors and writers (except technical),0.25,0.5,0.3,0.32142857142857145
27-3031.00,27-3031.00: Public Relations Specialists,51111,51111: Authors and writers (except technical),0.25,0.16666666666666666,0.09999999999999999,0.03571428571428571
27-3042.00,27-3042.00: Technical Writers,51112,51112: Technical writers,0.25,0.5,0.3,0.32142857142857145
27-3043.00,27-3043.00: Writers and Authors,51112,51112: Technical writers,0.25,0.5,0.3,0.32142857142857145
27-3043.05,"27-3043.05: Poets, Lyricists and Creative Writers",51112,51112: Technical writers,0.25,0.5,0.3,0.32142857142857145
27-3031.00,27-3031.00: Public Relations Specialists,51112,51112: Technical writers,0.25,0.16666666666666666,0.09999999999999999,0.03571428571428571
27-3023.00,"27-3023.00: News Analysts, Reporters, and Journalists",51113,51113: Journalists,1,0.5,1,1
27-3091.00,27-3091.00: Interpreters and Translators,51114,"51114: Translators, terminologists and interpreters",1,1,1,1
27-2032.00,27-2032.00: Choreographers,51120,"51120: Producers, directors, choreographers and related occupations",0.16666666666666666,1,0.25,0.3333333333333333
27-4032.00,27-4032.00: Film and Video Editors,51120,"51120: Producers, directors, choreographers and related occupations",0.16666666666666666,1,0.25,0.3333333333333333
27-2012.00,27-2012.00: Producers and Directors,51120,"51120: Producers, directors, choreographers and related occupations",0.16666666666666666,0.5,0.125,0.08333333333333333
27-2012.03,27-2012.03: Media Programming Directors,51120,"51120: Producers, directors, choreographers and related occupations",0.16666666666666666,0.5,0.125,0.08333333333333333
27-2012.04,27-2012.04: Talent Directors,51120,"51120: Producers, directors, choreographers and related occupations",0.16666666666666666,0.5,0.125,0.08333333333333333
27-2012.05,27-2012.05: Media Technical Directors/Managers,51120,"51120: Producers, directors, choreographers and related occupations",0.16666666666666666,0.5,0.125,0.08333333333333333
27-2041.00,27-2041.00: Music Directors and Composers,51121,"51121: Conductors, composers and arrangers",1,1,1,1
27-2042.00,27-2042.00: Musicians and Singers,51122,51122: Musicians and singers,1,1,1,1
25-4031.00,25-4031.00: Library Technicians,52100,52100: Library and public archive technicians,1,1,1,1
27-4031.00,"27-4031.00: Camera Operators, Television, Video, and Film",52110,52110: Film and video camera operators,1,1,1,1
51-9123.00,"51-9123.00: Painting, Coating, and Decorating Workers",52111,52111: Graphic arts technicians,0.3333333333333333,1,0.5,0.6666666666666666
27-1014.00,27-1014.00: Special Effects Artists and Animators,52111,52111: Graphic arts technicians,0.3333333333333333,0.5,0.25,0.16666666666666666
27-1024.00,27-1024.00: Graphic Designers,52111,52111: Graphic arts technicians,0.3333333333333333,0.5,0.25,0.16666666666666666
27-4012.00,27-4012.00: Broadcast Technicians,52112,52112: Broadcast technicians,1,1,1,1
27-4011.00,27-4011.00: Audio and Video Technicians,52113,52113: Audio and video recording technicians,0.5,1,0.5,0.5
27-4014.00,27-4014.00: Sound Engineering Technicians,52113,52113: Audio and video recording technicians,0.5,1,0.5,0.5
27-3011.00,27-3011.00: Broadcast Announcers and Radio Disc Jockeys,52114,52114: Announcers and other broadcasters,0.5,1,0.6666666666666666,0.7999999999999999
27-3023.00,"27-3023.00: News Analysts, Reporters, and Journalists",52114,52114: Announcers and other broadcasters,0.5,0.5,0.3333333333333333,0.19999999999999998
39-5091.00,"39-5091.00: Makeup Artists, Theatrical and Performance",52119,"52119: Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",0.125,1,0.2222222222222222,0.36363636363636365
27-1027.00,27-1027.00: Set and Exhibit Designers,52119,"52119: Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",0.125,0.5,0.1111111111111111,0.09090909090909091
27-2012.00,27-2012.00: Producers and Directors,52119,"52119: Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",0.125,0.5,0.1111111111111111,0.09090909090909091
27-2012.03,27-2012.03: Media Programming Directors,52119,"52119: Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",0.125,0.5,0.1111111111111111,0.09090909090909091
27-2012.04,27-2012.04: Talent Directors,52119,"52119: Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",0.125,0.5,0.1111111111111111,0.09090909090909091
27-2012.05,27-2012.05: Media Technical Directors/Managers,52119,"52119: Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",0.125,0.5,0.1111111111111111,0.09090909090909091
39-3092.00,39-3092.00: Costume Attendants,52119,"52119: Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",0.125,0.5,0.1111111111111111,0.09090909090909091
47-2111.00,47-2111.00: Electricians,52119,"52119: Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",0.125,0.5,0.1111111111111111,0.09090909090909091
27-1011.00,27-1011.00: Art Directors,52120,52120: Graphic designers and illustrators,0.25,1,0.42857142857142855,0.6206896551724137
27-1014.00,27-1014.00: Special Effects Artists and Animators,52120,52120: Graphic designers and illustrators,0.25,0.5,0.21428571428571427,0.15517241379310343
27-1024.00,27-1024.00: Graphic Designers,52120,52120: Graphic designers and illustrators,0.25,0.5,0.21428571428571427,0.15517241379310343
27-1013.00,"27-1013.00: Fine Artists, Including Painters, Sculptors, and Illustrators",52120,52120: Graphic designers and illustrators,0.25,0.3333333333333333,0.14285714285714285,0.06896551724137931
27-1025.00,27-1025.00: Interior Designers,52121,52121: Interior designers and interior decorators,1,1,1,1
25-4013.00,25-4013.00: Museum Technicians and Conservators,53100,"53100: Registrars, restorers, interpreters and other occupations related to museum and art galleries",0.5,0.5,0.6000000000000001,0.6923076923076923
39-7011.00,39-7011.00: Tour Guides and Escorts,53100,"53100: Registrars, restorers, interpreters and other occupations related to museum and art galleries",0.5,0.3333333333333333,0.4,0.30769230769230765
27-4021.00,27-4021.00: Photographers,53110,53110: Photographers,1,1,1,1
39-3021.00,39-3021.00: Motion Picture Projectionists,53111,"53111: Motion pictures, broadcasting, photography and performing arts assistants and operators",0.3333333333333333,1,0.5,0.6666666666666666
39-3092.00,39-3092.00: Costume Attendants,53111,"53111: Motion pictures, broadcasting, photography and performing arts assistants and operators",0.3333333333333333,0.5,0.25,0.16666666666666666
49-9096.00,49-9096.00: Riggers,53111,"53111: Motion pictures, broadcasting, photography and performing arts assistants and operators",0.3333333333333333,0.5,0.25,0.16666666666666666
27-2031.00,27-2031.00: Dancers,53120,53120: Dancers,1,1,1,1
27-2011.00,27-2011.00: Actors,53121,"53121: Actors, comedians and circus performers",0.5,1,0.6666666666666666,0.7999999999999999
41-9012.00,41-9012.00: Models,53121,"53121: Actors, comedians and circus performers",0.5,0.5,0.3333333333333333,0.19999999999999998
27-1013.00,"27-1013.00: Fine Artists, Including Painters, Sculptors, and Illustrators",53122,"53122: Painters, sculptors and other visual artists",1,0.3333333333333333,1,1
27-1022.00,27-1022.00: Fashion Designers,53123,"53123: Theatre, fashion, exhibit and other creative designers",0.25,0.3333333333333333,0.3333333333333333,0.39999999999999997
27-1026.00,27-1026.00: Merchandise Displayers and Window Trimmers,53123,"53123: Theatre, fashion, exhibit and other creative designers",0.25,0.3333333333333333,0.3333333333333333,0.39999999999999997
27-1021.00,27-1021.00: Commercial and Industrial Designers,53123,"53123: Theatre, fashion, exhibit and other creative designers",0.25,0.16666666666666666,0.16666666666666666,0.09999999999999999
27-1027.00,27-1027.00: Set and Exhibit Designers,53123,"53123: Theatre, fashion, exhibit and other creative designers",0.25,0.16666666666666666,0.16666666666666666,0.09999999999999999
27-1012.00,27-1012.00: Craft Artists,53124,53124: Artisans and craftspersons,0.25,1,0.3,0.32142857142857145
27-1023.00,27-1023.00: Floral Designers,53124,53124: Artisans and craftspersons,0.25,1,0.3,0.32142857142857145
51-6051.00,"51-6051.00: Sewers, Hand",53124,53124: Artisans and craftspersons,0.25,1,0.3,0.32142857142857145
27-1013.00,"27-1013.00: Fine Artists, Including Painters, Sculptors, and Illustrators",53124,53124: Artisans and craftspersons,0.25,0.3333333333333333,0.09999999999999999,0.03571428571428571
51-6092.00,51-6092.00: Fabric and Apparel Patternmakers,53125,"53125: Patternmakers - textile, leather and fur products",1,1,1,1
27-2021.00,27-2021.00: Athletes and Sports Competitors,53200,53200: Athletes,1,1,1,1
27-2022.00,27-2022.00: Coaches and Scouts,53201,53201: Coaches,1,1,1,1
27-2023.00,"27-2023.00: Umpires, Referees, and Other Sports Officials",53202,53202: Sports officials and referees,1,1,1,1
33-9092.00,"33-9092.00: Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",54100,"54100: Program leaders and instructors in recreation, sport and fitness",0.3333333333333333,1,0.4,0.4444444444444444
39-9031.00,39-9031.00: Exercise Trainers and Group Fitness Instructors,54100,"54100: Program leaders and instructors in recreation, sport and fitness",0.3333333333333333,1,0.4,0.4444444444444444
39-9032.00,39-9032.00: Recreation Workers,54100,"54100: Program leaders and instructors in recreation, sport and fitness",0.3333333333333333,0.5,0.2,0.1111111111111111
41-9012.00,41-9012.00: Models,55109,55109: Other performers,1,0.5,1,1
11-2022.00,11-2022.00: Sales Managers,60010,60010: Corporate sales managers,1,0.5,1,1
11-2022.00,11-2022.00: Sales Managers,60020,60020: Retail and wholesale trade managers,0.3333333333333333,0.5,0.46153846153846156,0.4931506849315069
41-1011.00,41-1011.00: First-Line Supervisors of Retail Sales Workers,60020,60020: Retail and wholesale trade managers,0.3333333333333333,0.5,0.46153846153846156,0.4931506849315069
11-1021.00,11-1021.00: General and Operations Managers,60020,60020: Retail and wholesale trade managers,0.3333333333333333,0.08333333333333333,0.07692307692307693,0.013698630136986302
11-9051.00,11-9051.00: Food Service Managers,60030,60030: Restaurant and food service managers,1,1,1,1
11-9081.00,11-9081.00: Lodging Managers,60031,60031: Accommodation service managers,0.25,1,0.3870967741935484,0.4600638977635783
39-9041.00,39-9041.00: Residential Advisors,60031,60031: Accommodation service managers,0.25,1,0.3870967741935484,0.4600638977635783
11-9072.00,"11-9072.00: Entertainment and Recreation Managers, Except Gambling",60031,60031: Accommodation service managers,0.25,0.3333333333333333,0.12903225806451613,0.051118210862619806
11-9111.00,11-9111.00: Medical and Health Services Managers,60031,60031: Accommodation service managers,0.25,0.25,0.0967741935483871,0.028753993610223644
11-9179.01,11-9179.01: Fitness and Wellness Coordinators,60040,60040: Managers in customer and personal services,0.5,0.5,0.5,0.5
11-9179.02,11-9179.02: Spa Managers,60040,60040: Managers in customer and personal services,0.5,0.5,0.5,0.5
41-1011.00,41-1011.00: First-Line Supervisors of Retail Sales Workers,62010,62010: Retail sales supervisors,0.2,0.5,0.3333333333333333,0.47368421052631576
27-1022.00,27-1022.00: Fashion Designers,62010,62010: Retail sales supervisors,0.2,0.3333333333333333,0.2222222222222222,0.21052631578947367
27-1026.00,27-1026.00: Merchandise Displayers and Window Trimmers,62010,62010: Retail sales supervisors,0.2,0.3333333333333333,0.2222222222222222,0.21052631578947367
27-1021.00,27-1021.00: Commercial and Industrial Designers,62010,62010: Retail sales supervisors,0.2,0.16666666666666666,0.1111111111111111,0.05263157894736842
27-1027.00,27-1027.00: Set and Exhibit Designers,62010,62010: Retail sales supervisors,0.2,0.16666666666666666,0.1111111111111111,0.05263157894736842
35-1012.00,35-1012.00: First-Line Supervisors of Food Preparation and Serving Workers,62020,62020: Food service supervisors,1,1,1,1
37-1011.00,37-1011.00: First-Line Supervisors of Housekeeping and Janitorial Workers,62021,62021: Executive housekeepers,1,0.5,1,1
39-1013.00,39-1013.00: First-Line Supervisors of Gambling Services Workers,62022,"62022: Accommodation, travel, tourism and related services supervisors",0.5,1,0.75,0.9
39-1022.00,39-1022.00: First-Line Supervisors of Personal Service Workers,62022,"62022: Accommodation, travel, tourism and related services supervisors",0.5,0.3333333333333333,0.25,0.1
43-1011.00,43-1011.00: First-Line Supervisors of Office and Administrative Support Workers,62023,62023: Customer and information services supervisors,1,0.14285714285714285,1,1
37-1011.00,37-1011.00: First-Line Supervisors of Housekeeping and Janitorial Workers,62024,62024: Cleaning supervisors,1,0.5,1,1
33-1091.00,33-1091.00: First-Line Supervisors of Security Workers,62029,62029: Other services supervisors,0.5,0.5,0.75,0.9
39-1022.00,39-1022.00: First-Line Supervisors of Personal Service Workers,62029,62029: Other services supervisors,0.5,0.16666666666666666,0.25,0.1
41-4012.00,"41-4012.00: Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",62100,62100: Technical sales specialists - wholesale trade,0.16666666666666666,0.5,0.26865671641791045,0.3798358733880422
41-4011.00,"41-4011.00: Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",62100,62100: Technical sales specialists - wholesale trade,0.16666666666666666,0.3333333333333333,0.1791044776119403,0.16881594372801875
41-4011.07,41-4011.07: Solar Sales Representatives and Assessors,62100,62100: Technical sales specialists - wholesale trade,0.16666666666666666,0.3333333333333333,0.1791044776119403,0.16881594372801875
41-9031.00,41-9031.00: Sales Engineers,62100,62100: Technical sales specialists - wholesale trade,0.16666666666666666,0.3333333333333333,0.1791044776119403,0.16881594372801875
41-3011.00,41-3011.00: Advertising Sales Agents,62100,62100: Technical sales specialists - wholesale trade,0.16666666666666666,0.25,0.13432835820895522,0.09495896834701055
41-1012.00,41-1012.00: First-Line Supervisors of Non-Retail Sales Workers,62100,62100: Technical sales specialists - wholesale trade,0.16666666666666666,0.1111111111111111,0.059701492537313425,0.018757327080890968
13-1022.00,"13-1022.00: Wholesale and Retail Buyers, Except Farm Products",62101,62101: Retail and wholesale buyers,0.5,1,0.6666666666666666,0.7999999999999999
13-1021.00,"13-1021.00: Buyers and Purchasing Agents, Farm Products",62101,62101: Retail and wholesale buyers,0.5,0.5,0.3333333333333333,0.19999999999999998
35-1011.00,35-1011.00: Chefs and Head Cooks,62200,62200: Chefs,1,1,1,1
11-9171.00,11-9171.00: Funeral Home Managers,62201,62201: Funeral directors and embalmers,0.3333333333333333,1,0.3333333333333333,0.3333333333333333
39-4011.00,39-4011.00: Embalmers,62201,62201: Funeral directors and embalmers,0.3333333333333333,1,0.3333333333333333,0.3333333333333333
39-4031.00,"39-4031.00: Morticians, Undertakers, and Funeral Arrangers",62201,62201: Funeral directors and embalmers,0.3333333333333333,1,0.3333333333333333,0.3333333333333333
49-9064.00,49-9064.00: Watch and Clock Repairers,62202,"62202: Jewellers, jewellery and watch repairers and related occupations",0.3333333333333333,1,0.3333333333333333,0.3333333333333333
51-9071.00,51-9071.00: Jewelers and Precious Stone and Metal Workers,62202,"62202: Jewellers, jewellery and watch repairers and related occupations",0.3333333333333333,1,0.3333333333333333,0.3333333333333333
51-9071.06,51-9071.06: Gem and Diamond Workers,62202,"62202: Jewellers, jewellery and watch repairers and related occupations",0.3333333333333333,1,0.3333333333333333,0.3333333333333333
41-3021.00,41-3021.00: Insurance Sales Agents,63100,63100: Insurance agents and brokers,0.5,1,0.75,0.9
41-1012.00,41-1012.00: First-Line Supervisors of Non-Retail Sales Workers,63100,63100: Insurance agents and brokers,0.5,0.3333333333333333,0.25,0.1
41-9022.00,41-9022.00: Real Estate Sales Agents,63101,63101: Real estate agents and salespersons,0.5,0.5,0.6000000000000001,0.6923076923076923
41-1012.00,41-1012.00: First-Line Supervisors of Non-Retail Sales Workers,63101,63101: Real estate agents and salespersons,0.5,0.3333333333333333,0.4,0.30769230769230765
13-2041.00,13-2041.00: Credit Analysts,63102,63102: Financial sales representatives,0.2,1,0.25,0.2857142857142857
13-2071.00,13-2071.00: Credit Counselors,63102,63102: Financial sales representatives,0.2,1,0.25,0.2857142857142857
43-4141.00,43-4141.00: New Accounts Clerks,63102,63102: Financial sales representatives,0.2,1,0.25,0.2857142857142857
13-2072.00,13-2072.00: Loan Officers,63102,63102: Financial sales representatives,0.2,0.5,0.125,0.07142857142857142
43-4131.00,43-4131.00: Loan Interviewers and Clerks,63102,63102: Financial sales representatives,0.2,0.5,0.125,0.07142857142857142
35-2012.00,"35-2012.00: Cooks, Institution and Cafeteria",63200,63200: Cooks,0.25,1,0.25,0.25
35-2013.00,"35-2013.00: Cooks, Private Household",63200,63200: Cooks,0.25,1,0.25,0.25
35-2014.00,"35-2014.00: Cooks, Restaurant",63200,63200: Cooks,0.25,1,0.25,0.25
35-2015.00,"35-2015.00: Cooks, Short Order",63200,63200: Cooks,0.25,1,0.25,0.25
51-3021.00,51-3021.00: Butchers and Meat Cutters,63201,63201: Butchers - retail and wholesale,0.5,0.5,0.75,0.9
51-3022.00,"51-3022.00: Meat, Poultry, and Fish Cutters and Trimmers",63201,63201: Butchers - retail and wholesale,0.5,0.16666666666666666,0.25,0.1
51-3011.00,51-3011.00: Bakers,63202,63202: Bakers,1,1,1,1
39-5011.00,39-5011.00: Barbers,63210,63210: Hairstylists and barbers,0.5,1,0.6666666666666666,0.7999999999999999
39-5012.00,"39-5012.00: Hairdressers, Hairstylists, and Cosmetologists",63210,63210: Hairstylists and barbers,0.5,0.5,0.3333333333333333,0.19999999999999998
39-5092.00,39-5092.00: Manicurists and Pedicurists,63211,"63211: Estheticians, electrologists and related occupations",0.25,1,0.2857142857142857,0.3076923076923077
39-5093.00,39-5093.00: Shampooers,63211,"63211: Estheticians, electrologists and related occupations",0.25,1,0.2857142857142857,0.3076923076923077
39-5094.00,39-5094.00: Skincare Specialists,63211,"63211: Estheticians, electrologists and related occupations",0.25,1,0.2857142857142857,0.3076923076923077
39-5012.00,"39-5012.00: Hairdressers, Hairstylists, and Cosmetologists",63211,"63211: Estheticians, electrologists and related occupations",0.25,0.5,0.14285714285714285,0.07692307692307693
51-6041.00,51-6041.00: Shoe and Leather Workers and Repairers,63220,63220: Shoe repairers and shoemakers,1,1,1,1
51-6093.00,51-6093.00: Upholsterers,63221,63221: Upholsterers,1,1,1,1
41-2021.00,41-2021.00: Counter and Rental Clerks,64100,64100: Retail salespersons and visual merchandisers,0.14285714285714285,1,0.2857142857142857,0.3956043956043956
41-2031.00,41-2031.00: Retail Salespersons,64100,64100: Retail salespersons and visual merchandisers,0.14285714285714285,1,0.2857142857142857,0.3956043956043956
31-9095.00,31-9095.00: Pharmacy Aides,64100,64100: Retail salespersons and visual merchandisers,0.14285714285714285,0.5,0.14285714285714285,0.0989010989010989
27-1022.00,27-1022.00: Fashion Designers,64100,64100: Retail salespersons and visual merchandisers,0.14285714285714285,0.3333333333333333,0.09523809523809523,0.04395604395604395
27-1026.00,27-1026.00: Merchandise Displayers and Window Trimmers,64100,64100: Retail salespersons and visual merchandisers,0.14285714285714285,0.3333333333333333,0.09523809523809523,0.04395604395604395
27-1021.00,27-1021.00: Commercial and Industrial Designers,64100,64100: Retail salespersons and visual merchandisers,0.14285714285714285,0.16666666666666666,0.047619047619047616,0.010989010989010988
27-1027.00,27-1027.00: Set and Exhibit Designers,64100,64100: Retail salespersons and visual merchandisers,0.14285714285714285,0.16666666666666666,0.047619047619047616,0.010989010989010988
41-4012.00,"41-4012.00: Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",64101,64101: Sales and account representatives - wholesale trade (non-technical),0.5,0.5,0.6666666666666666,0.7999999999999999
41-3011.00,41-3011.00: Advertising Sales Agents,64101,64101: Sales and account representatives - wholesale trade (non-technical),0.5,0.25,0.3333333333333333,0.19999999999999998
51-6052.00,"51-6052.00: Tailors, Dressmakers, and Custom Sewers",64200,"64200: Tailors, dressmakers, furriers and milliners",1,1,1,1
29-1128.00,29-1128.00: Exercise Physiologists,64201,"64201: Image, social and other personal consultants",0.5,0.5,0.6000000000000001,0.6923076923076923
27-3031.00,27-3031.00: Public Relations Specialists,64201,"64201: Image, social and other personal consultants",0.5,0.3333333333333333,0.4,0.30769230769230765
35-9031.00,"35-9031.00: Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",64300,64300: Maîtres d'hôtel and hosts/hostesses,1,1,1,1
35-3011.00,35-3011.00: Bartenders,64301,64301: Bartenders,1,1,1,1
41-3041.00,41-3041.00: Travel Agents,64310,64310: Travel counsellors,1,1,1,1
53-2031.00,53-2031.00: Flight Attendants,64311,64311: Pursers and flight attendants,0.2,1,0.5,0.8
13-1199.04,13-1199.04: Business Continuity Planners,64311,64311: Pursers and flight attendants,0.2,0.25,0.125,0.05
13-1199.05,13-1199.05: Sustainability Specialists,64311,64311: Pursers and flight attendants,0.2,0.25,0.125,0.05
13-1199.06,13-1199.06: Online Merchants,64311,64311: Pursers and flight attendants,0.2,0.25,0.125,0.05
13-1199.07,13-1199.07: Security Management Specialists,64311,64311: Pursers and flight attendants,0.2,0.25,0.125,0.05
43-4181.00,43-4181.00: Reservation and Transportation Ticket Agents and Travel Clerks,64312,64312: Airline ticket and service agents,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
43-5011.00,43-5011.00: Cargo and Freight Agents,64312,64312: Airline ticket and service agents,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
43-5011.01,43-5011.01: Freight Forwarders,64312,64312: Airline ticket and service agents,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
43-4181.00,43-4181.00: Reservation and Transportation Ticket Agents and Travel Clerks,64313,"64313: Ground and water transport ticket agents, cargo service representatives and related clerks",0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
43-5011.00,43-5011.00: Cargo and Freight Agents,64313,"64313: Ground and water transport ticket agents, cargo service representatives and related clerks",0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
43-5011.01,43-5011.01: Freight Forwarders,64313,"64313: Ground and water transport ticket agents, cargo service representatives and related clerks",0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
39-6012.00,39-6012.00: Concierges,64314,64314: Hotel front desk clerks,0.5,1,0.5,0.5
43-4081.00,"43-4081.00: Hotel, Motel, and Resort Desk Clerks",64314,64314: Hotel front desk clerks,0.5,1,0.5,0.5
39-7012.00,39-7012.00: Travel Guides,64320,64320: Tour and travel guides,0.5,0.5,0.6000000000000001,0.6923076923076923
39-7011.00,39-7011.00: Tour Guides and Escorts,64320,64320: Tour and travel guides,0.5,0.3333333333333333,0.4,0.30769230769230765
