onet_soc_code,onet_plus_title,soc_2018,noc_2016,noc_2021,noc_plus_title,w_1,w_2,w_3,path_weight
13-1081.01,13-1081.01: Logistics Engineers,13-1081,0911,90010,90010: Manufacturing managers,1,1,1,1
13-1081.02,13-1081.02: Logistics Analysts,13-1081,0911,90010,90010: Manufacturing managers,1,1,1,1
11-3051.00,11-3051.00: Industrial Production Managers,11-3051,0911,90010,90010: Manufacturing managers,1,0.5,1,0.5
11-3051.01,11-3051.01: Quality Control Systems Managers,11-3051,0911,90010,90010: Manufacturing managers,1,0.5,1,0.5
11-3051.02,11-3051.02: Geothermal Production Managers,11-3051,0911,90010,90010: Manufacturing managers,1,0.5,1,0.5
11-3051.03,11-3051.03: Biofuels Production Managers,11-3051,0911,90010,90010: Manufacturing managers,1,0.5,1,0.5
11-3051.04,11-3051.04: Biomass Power Plant Managers,11-3051,0911,90010,90010: Manufacturing managers,1,0.5,1,0.5
11-3051.06,11-3051.06: Hydroelectric Production Managers,11-3051,0911,90010,90010: Manufacturing managers,1,0.5,1,0.5
11-3051.00,11-3051.00: Industrial Production Managers,11-3051,0912,90011,90011: Utilities managers,1,0.5,1,0.5
11-3051.01,11-3051.01: Quality Control Systems Managers,11-3051,0912,90011,90011: Utilities managers,1,0.5,1,0.5
11-3051.02,11-3051.02: Geothermal Production Managers,11-3051,0912,90011,90011: Utilities managers,1,0.5,1,0.5
11-3051.03,11-3051.03: Biofuels Production Managers,11-3051,0912,90011,90011: Utilities managers,1,0.5,1,0.5
11-3051.04,11-3051.04: Biomass Power Plant Managers,11-3051,0912,90011,90011: Utilities managers,1,0.5,1,0.5
11-3051.06,11-3051.06: Hydroelectric Production Managers,11-3051,0912,90011,90011: Utilities managers,1,0.5,1,0.5
11-1021.00,11-1021.00: General and Operations Managers,11-1021,0912,90011,90011: Utilities managers,1,0.08333333333333333,1,0.08333333333333333
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9211,92010,"92010: Supervisors, mineral and metal processing",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9212,92011,"92011: Supervisors, petroleum, gas and chemical processing and utilities",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9213,92012,"92012: Supervisors, food and beverage processing",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9214,92013,"92013: Supervisors, plastic and rubber products manufacturing",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9215,92014,"92014: Supervisors, forest products processing",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9217,92015,"92015: Supervisors, textile, fabric, fur and leather products processing and manufacturing",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9221,92020,"92020: Supervisors, motor vehicle assembling",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9222,92021,"92021: Supervisors, electronics and electrical products manufacturing",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9223,92021,"92021: Supervisors, electronics and electrical products manufacturing",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9224,92022,"92022: Supervisors, furniture and fixtures manufacturing",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9226,92023,"92023: Supervisors, other mechanical and metal products manufacturing",1,0.07142857142857142,1,0.07142857142857142
51-1011.00,51-1011.00: First-Line Supervisors of Production and Operating Workers,51-1011,9227,92024,"92024: Supervisors, other products manufacturing and assembly",1,0.07142857142857142,1,0.07142857142857142
51-8011.00,51-8011.00: Nuclear Power Reactor Operators,51-8011,9241,92100,92100: Power engineers and power systems operators,1,1,1,1
51-8012.00,51-8012.00: Power Distributors and Dispatchers,51-8012,9241,92100,92100: Power engineers and power systems operators,1,1,1,1
51-8013.00,51-8013.00: Power Plant Operators,51-8013,9241,92100,92100: Power engineers and power systems operators,1,1,1,1
51-8013.03,51-8013.03: Biomass Plant Technicians,51-8013,9241,92100,92100: Power engineers and power systems operators,1,1,1,1
51-8013.04,51-8013.04: Hydroelectric Plant Technicians,51-8013,9241,92100,92100: Power engineers and power systems operators,1,1,1,1
51-8021.00,51-8021.00: Stationary Engineers and Boiler Operators,51-8021,9241,92100,92100: Power engineers and power systems operators,1,1,1,1
51-8031.00,51-8031.00: Water and Wastewater Treatment Plant and System Operators,51-8031,9243,92101,92101: Water and waste treatment plant operators,1,1,1,1
53-7072.00,"53-7072.00: Pump Operators, Except Wellhead Pumpers",53-7072,9243,92101,92101: Water and waste treatment plant operators,1,0.5,1,0.5
51-4191.00,"51-4191.00: Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191,9231,93100,"93100: Central control and process operators, mineral and metal processing",1,0.5,1,0.5
51-4051.00,51-4051.00: Metal-Refining Furnace Operators and Tenders,51-4051,9231,93100,"93100: Central control and process operators, mineral and metal processing",1,0.3333333333333333,1,0.3333333333333333
51-8091.00,51-8091.00: Chemical Plant and System Operators,51-8091,9232,93101,"93101: Central control and process operators, petroleum, gas and chemical processing",1,1,1,1
51-8092.00,51-8092.00: Gas Plant Operators,51-8092,9232,93101,"93101: Central control and process operators, petroleum, gas and chemical processing",1,1,1,1
51-8093.00,"51-8093.00: Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093,9232,93101,"93101: Central control and process operators, petroleum, gas and chemical processing",1,1,1,1
51-8099.01,51-8099.01: Biofuels Processing Technicians,51-8099,9232,93101,"93101: Central control and process operators, petroleum, gas and chemical processing",1,1,1,1
53-7071.00,53-7071.00: Gas Compressor and Gas Pumping Station Operators,53-7071,9232,93101,"93101: Central control and process operators, petroleum, gas and chemical processing",1,1,1,1
51-9012.00,"51-9012.00: Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012,9235,93102,"93102: Pulping, papermaking and coating control operators",1,0.3333333333333333,1,0.3333333333333333
51-2011.00,"51-2011.00: Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011,9521,93200,93200: Aircraft assemblers and aircraft assembly inspectors,1,1,1,1
51-2092.00,51-2092.00: Team Assemblers,51-2092,9521,93200,93200: Aircraft assemblers and aircraft assembly inspectors,1,0.16666666666666666,1,0.16666666666666666
51-4021.00,"51-4021.00: Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,9411,94100,"94100: Machine operators, mineral and metal processing",1,0.5,1,0.5
51-4052.00,"51-4052.00: Pourers and Casters, Metal",51-4052,9411,94100,"94100: Machine operators, mineral and metal processing",1,0.5,1,0.5
51-4191.00,"51-4191.00: Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191,9411,94100,"94100: Machine operators, mineral and metal processing",1,0.5,1,0.5
51-4023.00,"51-4023.00: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,9411,94100,"94100: Machine operators, mineral and metal processing",1,0.3333333333333333,1,0.3333333333333333
51-4051.00,51-4051.00: Metal-Refining Furnace Operators and Tenders,51-4051,9411,94100,"94100: Machine operators, mineral and metal processing",1,0.3333333333333333,1,0.3333333333333333
51-9051.00,"51-9051.00: Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051,9411,94100,"94100: Machine operators, mineral and metal processing",1,0.25,1,0.25
51-4071.00,51-4071.00: Foundry Mold and Coremakers,51-4071,9412,94101,94101: Foundry workers,1,1,1,1
51-4052.00,"51-4052.00: Pourers and Casters, Metal",51-4052,9412,94101,94101: Foundry workers,1,0.5,1,0.5
51-4072.00,"51-4072.00: Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,9412,94101,94101: Foundry workers,1,0.5,1,0.5
51-4051.00,51-4051.00: Metal-Refining Furnace Operators and Tenders,51-4051,9412,94101,94101: Foundry workers,1,0.3333333333333333,1,0.3333333333333333
51-9021.00,"51-9021.00: Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021,9413,94102,94102: Glass forming and finishing machine operators and glass cutters,1,0.3333333333333333,1,0.3333333333333333
51-9031.00,"51-9031.00: Cutters and Trimmers, Hand",51-9031,9413,94102,94102: Glass forming and finishing machine operators and glass cutters,1,0.3333333333333333,1,0.3333333333333333
51-9032.00,"51-9032.00: Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032,9413,94102,94102: Glass forming and finishing machine operators and glass cutters,1,0.3333333333333333,1,0.3333333333333333
51-9195.00,"51-9195.00: Molders, Shapers, and Casters, Except Metal and Plastic",51-9195,9413,94102,94102: Glass forming and finishing machine operators and glass cutters,1,0.3333333333333333,1,0.3333333333333333
51-9195.03,"51-9195.03: Stone Cutters and Carvers, Manufacturing",51-9195,9413,94102,94102: Glass forming and finishing machine operators and glass cutters,1,0.3333333333333333,1,0.3333333333333333
51-9195.04,"51-9195.04: Glass Blowers, Molders, Benders, and Finishers",51-9195,9413,94102,94102: Glass forming and finishing machine operators and glass cutters,1,0.3333333333333333,1,0.3333333333333333
51-9195.05,"51-9195.05: Potters, Manufacturing",51-9195,9413,94102,94102: Glass forming and finishing machine operators and glass cutters,1,0.3333333333333333,1,0.3333333333333333
51-9041.00,"51-9041.00: Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041,9413,94102,94102: Glass forming and finishing machine operators and glass cutters,1,0.25,1,0.25
51-9051.00,"51-9051.00: Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051,9413,94102,94102: Glass forming and finishing machine operators and glass cutters,1,0.25,1,0.25
51-9022.00,"51-9022.00: Grinding and Polishing Workers, Hand",51-9022,9414,94103,"94103: Concrete, clay and stone forming operators",1,1,1,1
51-9194.00,51-9194.00: Etchers and Engravers,51-9194,9414,94103,"94103: Concrete, clay and stone forming operators",1,1,1,1
51-9021.00,"51-9021.00: Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021,9414,94103,"94103: Concrete, clay and stone forming operators",1,0.3333333333333333,1,0.3333333333333333
51-9032.00,"51-9032.00: Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032,9414,94103,"94103: Concrete, clay and stone forming operators",1,0.3333333333333333,1,0.3333333333333333
51-9023.00,"51-9023.00: Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,9414,94103,"94103: Concrete, clay and stone forming operators",1,0.25,1,0.25
51-9051.00,"51-9051.00: Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051,9414,94103,"94103: Concrete, clay and stone forming operators",1,0.25,1,0.25
51-9061.00,"51-9061.00: Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061,9415,94104,"94104: Inspectors and testers, mineral and metal processing",1,0.0625,1,0.0625
51-4022.00,"51-4022.00: Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022,9416,94105,94105: Metalworking and forging machine operators,1,1,1,1
51-4031.00,"51-4031.00: Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031,9416,94105,94105: Metalworking and forging machine operators,1,0.5,1,0.5
51-4023.00,"51-4023.00: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,9416,94105,94105: Metalworking and forging machine operators,1,0.3333333333333333,1,0.3333333333333333
51-9161.00,51-9161.00: Computer Numerically Controlled Tool Operators,51-9161,9416,94105,94105: Metalworking and forging machine operators,1,0.25,1,0.25
51-4032.00,"51-4032.00: Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032,9417,94106,94106: Machining tool operators,1,1,1,1
51-4033.00,"51-4033.00: Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033,9417,94106,94106: Machining tool operators,1,1,1,1
51-4034.00,"51-4034.00: Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,9417,94106,94106: Machining tool operators,1,1,1,1
51-4035.00,"51-4035.00: Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,9417,94106,94106: Machining tool operators,1,1,1,1
51-4194.00,"51-4194.00: Tool Grinders, Filers, and Sharpeners",51-4194,9417,94106,94106: Machining tool operators,1,1,1,1
51-4081.00,"51-4081.00: Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081,9417,94106,94106: Machining tool operators,1,0.5,1,0.5
51-9161.00,51-9161.00: Computer Numerically Controlled Tool Operators,51-9161,9417,94106,94106: Machining tool operators,1,0.25,1,0.25
51-4081.00,"51-4081.00: Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081,9418,94107,94107: Machine operators of other metal products,1,0.5,1,0.5
51-9011.00,51-9011.00: Chemical Equipment Operators and Tenders,51-9011,9421,94110,94110: Chemical plant machine operators,1,1,0.5,0.5
51-9193.00,51-9193.00: Cooling and Freezing Equipment Operators and Tenders,51-9193,9421,94110,94110: Chemical plant machine operators,1,0.5,0.5,0.25
51-9023.00,"51-9023.00: Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,9421,94110,94110: Chemical plant machine operators,1,0.25,0.5,0.125
51-9041.00,"51-9041.00: Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041,9421,94110,94110: Chemical plant machine operators,1,0.25,0.5,0.125
51-6091.00,"51-6091.00: Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091,9422,94111,94111: Plastics processing machine operators,1,1,1,1
51-4021.00,"51-4021.00: Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,9422,94111,94111: Plastics processing machine operators,1,0.5,1,0.5
51-4031.00,"51-4031.00: Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031,9422,94111,94111: Plastics processing machine operators,1,0.5,1,0.5
51-4072.00,"51-4072.00: Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,9422,94111,94111: Plastics processing machine operators,1,0.5,1,0.5
51-4023.00,"51-4023.00: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,9422,94111,94111: Plastics processing machine operators,1,0.3333333333333333,1,0.3333333333333333
51-9023.00,"51-9023.00: Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,9422,94111,94111: Plastics processing machine operators,1,0.25,1,0.25
51-9197.00,51-9197.00: Tire Builders,51-9197,9423,94112,94112: Rubber processing machine operators and related workers,1,1,1,1
51-9191.00,51-9191.00: Adhesive Bonding Machine Operators and Tenders,51-9191,9423,94112,94112: Rubber processing machine operators and related workers,1,0.5,1,0.5
51-9192.00,"51-9192.00: Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,9423,94112,94112: Rubber processing machine operators and related workers,1,0.5,1,0.5
51-9031.00,"51-9031.00: Cutters and Trimmers, Hand",51-9031,9423,94112,94112: Rubber processing machine operators and related workers,1,0.3333333333333333,1,0.3333333333333333
51-9032.00,"51-9032.00: Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032,9423,94112,94112: Rubber processing machine operators and related workers,1,0.3333333333333333,1,0.3333333333333333
51-9195.00,"51-9195.00: Molders, Shapers, and Casters, Except Metal and Plastic",51-9195,9423,94112,94112: Rubber processing machine operators and related workers,1,0.3333333333333333,1,0.3333333333333333
51-9195.03,"51-9195.03: Stone Cutters and Carvers, Manufacturing",51-9195,9423,94112,94112: Rubber processing machine operators and related workers,1,0.3333333333333333,1,0.3333333333333333
