onet_soc_code,onet_plus_title,soc_2018,noc_2016,noc_2021,noc_plus_title,w_1,w_2,w_3,path_weight
29-1229.06,29-1229.06: Sports Medicine Physicians,29-1229,3111,31101,31101: Specialists in surgery,1,1,0.3333333333333333,0.3333333333333333
29-1241.00,"29-1241.00: Ophthalmologists, Except Pediatric",29-1241,3111,31101,31101: Specialists in surgery,1,1,0.3333333333333333,0.3333333333333333
19-1022.00,19-1022.00: Microbiologists,19-1022,3111,31101,31101: Specialists in surgery,1,0.5,0.3333333333333333,0.16666666666666666
19-1042.00,"19-1042.00: Medical Scientists, Except Epidemiologists",19-1042,3111,31101,31101: Specialists in surgery,1,0.5,0.3333333333333333,0.16666666666666666
19-1041.00,19-1041.00: Epidemiologists,19-1041,3111,31101,31101: Specialists in surgery,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-1215.00,29-1215.00: Family Medicine Physicians,29-1215,3112,31102,31102: General practitioners and family physicians,1,1,1,1
29-1131.00,29-1131.00: Veterinarians,29-1131,3114,31103,31103: Veterinarians,1,1,1,1
19-1041.00,19-1041.00: Epidemiologists,19-1041,3114,31103,31103: Veterinarians,1,0.3333333333333333,1,0.3333333333333333
29-1021.00,"29-1021.00: Dentists, General",29-1021,3113,31110,31110: Dentists,1,1,1,1
29-1022.00,29-1022.00: Oral and Maxillofacial Surgeons,29-1022,3113,31110,31110: Dentists,1,1,1,1
29-1023.00,29-1023.00: Orthodontists,29-1023,3113,31110,31110: Dentists,1,1,1,1
29-1024.00,29-1024.00: Prosthodontists,29-1024,3113,31110,31110: Dentists,1,1,1,1
29-1041.00,29-1041.00: Optometrists,29-1041,3121,31111,31111: Optometrists,1,1,1,1
29-1127.00,29-1127.00: Speech-Language Pathologists,29-1127,3141,31112,31112: Audiologists and speech-language pathologists,1,1,1,1
29-1181.00,29-1181.00: Audiologists,29-1181,3141,31112,31112: Audiologists and speech-language pathologists,1,1,1,1
29-1051.00,29-1051.00: Pharmacists,29-1051,3131,31120,31120: Pharmacists,1,1,1,1
19-1042.00,"19-1042.00: Medical Scientists, Except Epidemiologists",19-1042,3131,31120,31120: Pharmacists,1,0.5,1,0.5
29-1031.00,29-1031.00: Dietitians and Nutritionists,29-1031,3132,31121,31121: Dietitians and nutritionists,1,1,1,1
19-3032.00,19-3032.00: Industrial-Organizational Psychologists,19-3032,4151,31200,31200: Psychologists,1,1,0.5,0.5
19-3033.00,19-3033.00: Clinical and Counseling Psychologists,19-3033,4151,31200,31200: Psychologists,1,1,0.5,0.5
19-3034.00,19-3034.00: School Psychologists,19-3034,4151,31200,31200: Psychologists,1,1,0.5,0.5
19-3039.02,19-3039.02: Neuropsychologists,19-3039,4151,31200,31200: Psychologists,1,1,0.5,0.5
19-3039.03,19-3039.03: Clinical Neuropsychologists,19-3039,4151,31200,31200: Psychologists,1,1,0.5,0.5
29-1011.00,29-1011.00: Chiropractors,29-1011,3122,31201,31201: Chiropractors,1,1,1,1
29-1123.00,29-1123.00: Physical Therapists,29-1123,3142,31202,31202: Physiotherapists,1,1,0.5,0.5
29-1122.00,29-1122.00: Occupational Therapists,29-1122,3143,31203,31203: Occupational therapists,1,1,1,1
29-1122.01,"29-1122.01: Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122,3143,31203,31203: Occupational therapists,1,1,1,1
29-1125.00,29-1125.00: Recreational Therapists,29-1125,3144,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,1,1,0.5,0.5
29-1129.01,29-1129.01: Art Therapists,29-1129,3144,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,1,1,0.5,0.5
29-1129.02,29-1129.02: Music Therapists,29-1129,3144,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,1,1,0.5,0.5
29-9091.00,29-9091.00: Athletic Trainers,29-9091,3144,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,1,1,0.5,0.5
29-1128.00,29-1128.00: Exercise Physiologists,29-1128,3144,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,1,0.5,0.5,0.25
29-1081.00,29-1081.00: Podiatrists,29-1081,3125,31209,31209: Other professional occupations in health diagnosing and treating,1,1,0.5,0.5
29-1299.01,29-1299.01: Naturopathic Physicians,29-1299,3125,31209,31209: Other professional occupations in health diagnosing and treating,1,0.5,0.5,0.25
29-1299.02,29-1299.02: Orthoptists,29-1299,3125,31209,31209: Other professional occupations in health diagnosing and treating,1,0.5,0.5,0.25
29-1141.00,29-1141.00: Registered Nurses,29-1141,3011,31300,31300: Nursing coordinators and supervisors,1,0.5,1,0.5
29-1141.01,29-1141.01: Acute Care Nurses,29-1141,3011,31300,31300: Nursing coordinators and supervisors,1,0.5,1,0.5
29-1141.02,29-1141.02: Advanced Practice Psychiatric Nurses,29-1141,3011,31300,31300: Nursing coordinators and supervisors,1,0.5,1,0.5
29-1141.03,29-1141.03: Critical Care Nurses,29-1141,3011,31300,31300: Nursing coordinators and supervisors,1,0.5,1,0.5
29-1141.04,29-1141.04: Clinical Nurse Specialists,29-1141,3011,31300,31300: Nursing coordinators and supervisors,1,0.5,1,0.5
29-1141.00,29-1141.00: Registered Nurses,29-1141,3012,31301,31301: Registered nurses and registered psychiatric nurses,1,0.5,1,0.5
29-1141.01,29-1141.01: Acute Care Nurses,29-1141,3012,31301,31301: Registered nurses and registered psychiatric nurses,1,0.5,1,0.5
29-1141.02,29-1141.02: Advanced Practice Psychiatric Nurses,29-1141,3012,31301,31301: Registered nurses and registered psychiatric nurses,1,0.5,1,0.5
29-1141.03,29-1141.03: Critical Care Nurses,29-1141,3012,31301,31301: Registered nurses and registered psychiatric nurses,1,0.5,1,0.5
29-1141.04,29-1141.04: Clinical Nurse Specialists,29-1141,3012,31301,31301: Registered nurses and registered psychiatric nurses,1,0.5,1,0.5
29-1151.00,29-1151.00: Nurse Anesthetists,29-1151,3124,31302,31302: Nurse practitioners,1,1,0.3333333333333333,0.3333333333333333
29-1161.00,29-1161.00: Nurse Midwives,29-1161,3124,31302,31302: Nurse practitioners,1,1,0.3333333333333333,0.3333333333333333
29-1171.00,29-1171.00: Nurse Practitioners,29-1171,3124,31302,31302: Nurse practitioners,1,1,0.3333333333333333,0.3333333333333333
29-1071.00,29-1071.00: Physician Assistants,29-1071,3124,31302,31302: Nurse practitioners,1,0.5,0.3333333333333333,0.16666666666666666
29-1071.01,29-1071.01: Anesthesiologist Assistants,29-1071,3124,31302,31302: Nurse practitioners,1,0.5,0.3333333333333333,0.16666666666666666
29-1081.00,29-1081.00: Podiatrists,29-1081,3125,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.5,0.5
21-1011.00,21-1011.00: Substance Abuse and Behavioral Disorder Counselors,21-1011,4153,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
21-1013.00,21-1013.00: Marriage and Family Therapists,21-1013,4153,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
21-1014.00,21-1014.00: Mental Health Counselors,21-1014,4153,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
21-1015.00,21-1015.00: Rehabilitation Counselors,21-1015,4153,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
29-1151.00,29-1151.00: Nurse Anesthetists,29-1151,3124,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
29-1161.00,29-1161.00: Nurse Midwives,29-1161,3124,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
29-1171.00,29-1171.00: Nurse Practitioners,29-1171,3124,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
29-2012.00,29-2012.00: Medical and Clinical Laboratory Technicians,29-2012,3212,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
29-2012.01,29-2012.01: Histology Technicians,29-2012,3212,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
29-9092.00,29-9092.00: Genetic Counselors,29-9092,4153,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
31-9097.00,31-9097.00: Phlebotomists,31-9097,3212,31303,"31303: Physician assistants, midwives and allied health professionals",1,1,0.3333333333333333,0.3333333333333333
29-1299.01,29-1299.01: Naturopathic Physicians,29-1299,3125,31303,"31303: Physician assistants, midwives and allied health professionals",1,0.5,0.5,0.25
29-1299.02,29-1299.02: Orthoptists,29-1299,3125,31303,"31303: Physician assistants, midwives and allied health professionals",1,0.5,0.5,0.25
29-1071.00,29-1071.00: Physician Assistants,29-1071,3124,31303,"31303: Physician assistants, midwives and allied health professionals",1,0.5,0.3333333333333333,0.16666666666666666
29-1071.01,29-1071.01: Anesthesiologist Assistants,29-1071,3124,31303,"31303: Physician assistants, midwives and allied health professionals",1,0.5,0.3333333333333333,0.16666666666666666
29-2081.00,"29-2081.00: Opticians, Dispensing",29-2081,3231,32100,32100: Opticians,1,1,1,1
29-2061.00,29-2061.00: Licensed Practical and Licensed Vocational Nurses,29-2061,3233,32101,32101: Licensed practical nurses,1,1,1,1
29-2055.00,29-2055.00: Surgical Technologists,29-2055,3233,32101,32101: Licensed practical nurses,1,0.5,1,0.5
53-3011.00,"53-3011.00: Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3011,3234,32102,32102: Paramedical occupations,1,1,1,1
29-1126.00,29-1126.00: Respiratory Therapists,29-1126,3214,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,1,1,1
29-2031.00,29-2031.00: Cardiovascular Technologists and Technicians,29-2031,3214,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,0.5,1,0.5
29-1151.00,29-1151.00: Nurse Anesthetists,29-1151,3124,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,1,0.3333333333333333,0.3333333333333333
29-1161.00,29-1161.00: Nurse Midwives,29-1161,3124,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,1,0.3333333333333333,0.3333333333333333
29-1171.00,29-1171.00: Nurse Practitioners,29-1171,3124,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,1,0.3333333333333333,0.3333333333333333
29-2099.01,29-2099.01: Neurodiagnostic Technologists,29-2099,3214,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,0.3333333333333333,1,0.3333333333333333
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,29-2099,3214,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,0.3333333333333333,1,0.3333333333333333
29-2099.08,29-2099.08: Patient Representatives,29-2099,3214,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,0.3333333333333333,1,0.3333333333333333
29-1071.00,29-1071.00: Physician Assistants,29-1071,3124,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,0.5,0.3333333333333333,0.16666666666666666
29-1071.01,29-1071.01: Anesthesiologist Assistants,29-1071,3124,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,0.5,0.3333333333333333,0.16666666666666666
29-2056.00,29-2056.00: Veterinary Technologists and Technicians,29-2056,3213,32104,32104: Animal health technologists and veterinary technicians,1,1,1,1
31-9096.00,31-9096.00: Veterinary Assistants and Laboratory Animal Caretakers,31-9096,3213,32104,32104: Animal health technologists and veterinary technicians,1,1,1,1
29-1123.00,29-1123.00: Physical Therapists,29-1123,3142,32109,32109: Other technical occupations in therapy and assessment,1,1,0.5,0.5
29-2057.00,29-2057.00: Ophthalmic Medical Technicians,29-2057,3237,32109,32109: Other technical occupations in therapy and assessment,1,1,0.5,0.5
29-2092.00,29-2092.00: Hearing Aid Specialists,29-2092,3237,32109,32109: Other technical occupations in therapy and assessment,1,1,0.5,0.5
31-2011.00,31-2011.00: Occupational Therapy Assistants,31-2011,3237,32109,32109: Other technical occupations in therapy and assessment,1,1,0.5,0.5
31-2021.00,31-2021.00: Physical Therapist Assistants,31-2021,3237,32109,32109: Other technical occupations in therapy and assessment,1,1,0.5,0.5
31-2022.00,31-2022.00: Physical Therapist Aides,31-2022,3237,32109,32109: Other technical occupations in therapy and assessment,1,1,0.5,0.5
29-9093.00,29-9093.00: Surgical Assistants,29-9093,3414,32109,32109: Other technical occupations in therapy and assessment,1,1,0.3333333333333333,0.3333333333333333
31-2012.00,31-2012.00: Occupational Therapy Aides,31-2012,3414,32109,32109: Other technical occupations in therapy and assessment,1,1,0.3333333333333333,0.3333333333333333
31-9092.00,31-9092.00: Medical Assistants,31-9092,3414,32109,32109: Other technical occupations in therapy and assessment,1,1,0.3333333333333333,0.3333333333333333
31-9093.00,31-9093.00: Medical Equipment Preparers,31-9093,3414,32109,32109: Other technical occupations in therapy and assessment,1,1,0.3333333333333333,0.3333333333333333
31-9099.01,31-9099.01: Speech-Language Pathology Assistants,31-9099,3414,32109,32109: Other technical occupations in therapy and assessment,1,1,0.3333333333333333,0.3333333333333333
31-9099.02,31-9099.02: Endoscopy Technicians,31-9099,3414,32109,32109: Other technical occupations in therapy and assessment,1,1,0.3333333333333333,0.3333333333333333
51-9083.00,51-9083.00: Ophthalmic Laboratory Technicians,51-9083,3414,32109,32109: Other technical occupations in therapy and assessment,1,1,0.3333333333333333,0.3333333333333333
29-1071.00,29-1071.00: Physician Assistants,29-1071,3414,32109,32109: Other technical occupations in therapy and assessment,1,0.5,0.3333333333333333,0.16666666666666666
29-1071.01,29-1071.01: Anesthesiologist Assistants,29-1071,3414,32109,32109: Other technical occupations in therapy and assessment,1,0.5,0.3333333333333333,0.16666666666666666
29-2055.00,29-2055.00: Surgical Technologists,29-2055,3414,32109,32109: Other technical occupations in therapy and assessment,1,0.5,0.3333333333333333,0.16666666666666666
31-9095.00,31-9095.00: Pharmacy Aides,31-9095,3414,32109,32109: Other technical occupations in therapy and assessment,1,0.5,0.3333333333333333,0.16666666666666666
51-9081.00,51-9081.00: Dental Laboratory Technicians,51-9081,3221,32110,32110: Denturists,1,0.5,1,0.5
29-1292.00,29-1292.00: Dental Hygienists,29-1292,3222,32111,32111: Dental hygienists and dental therapists,1,1,1,1
51-9081.00,51-9081.00: Dental Laboratory Technicians,51-9081,3223,32112,32112: Dental technologists and technicians,1,0.5,0.5,0.25
29-2011.00,29-2011.00: Medical and Clinical Laboratory Technologists,29-2011,3211,32120,32120: Medical laboratory technologists,1,1,1,1
29-2011.01,29-2011.01: Cytogenetic Technologists,29-2011,3211,32120,32120: Medical laboratory technologists,1,1,1,1
29-2011.02,29-2011.02: Cytotechnologists,29-2011,3211,32120,32120: Medical laboratory technologists,1,1,1,1
29-2011.04,29-2011.04: Histotechnologists,29-2011,3211,32120,32120: Medical laboratory technologists,1,1,1,1
29-2012.00,29-2012.00: Medical and Clinical Laboratory Technicians,29-2012,3212,32120,32120: Medical laboratory technologists,1,1,0.3333333333333333,0.3333333333333333
29-2012.01,29-2012.01: Histology Technicians,29-2012,3212,32120,32120: Medical laboratory technologists,1,1,0.3333333333333333,0.3333333333333333
31-9097.00,31-9097.00: Phlebotomists,31-9097,3212,32120,32120: Medical laboratory technologists,1,1,0.3333333333333333,0.3333333333333333
29-1124.00,29-1124.00: Radiation Therapists,29-1124,3215,32121,32121: Medical radiation technologists,1,1,1,1
29-2033.00,29-2033.00: Nuclear Medicine Technologists,29-2033,3215,32121,32121: Medical radiation technologists,1,1,1,1
29-2034.00,29-2034.00: Radiologic Technologists and Technicians,29-2034,3215,32121,32121: Medical radiation technologists,1,1,1,1
29-2035.00,29-2035.00: Magnetic Resonance Imaging Technologists,29-2035,3215,32121,32121: Medical radiation technologists,1,1,1,1
29-2036.00,29-2036.00: Medical Dosimetrists,29-2036,3215,32121,32121: Medical radiation technologists,1,1,1,1
29-2032.00,29-2032.00: Diagnostic Medical Sonographers,29-2032,3216,32122,32122: Medical sonographers,1,1,1,1
29-2031.00,29-2031.00: Cardiovascular Technologists and Technicians,29-2031,3217,32123,32123: Cardiology technologists and electrophysiological diagnostic technologists,1,0.5,1,0.5
29-2099.01,29-2099.01: Neurodiagnostic Technologists,29-2099,3217,32123,32123: Cardiology technologists and electrophysiological diagnostic technologists,1,0.3333333333333333,1,0.3333333333333333
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,29-2099,3217,32123,32123: Cardiology technologists and electrophysiological diagnostic technologists,1,0.3333333333333333,1,0.3333333333333333
29-2099.08,29-2099.08: Patient Representatives,29-2099,3217,32123,32123: Cardiology technologists and electrophysiological diagnostic technologists,1,0.3333333333333333,1,0.3333333333333333
29-2051.00,29-2051.00: Dietetic Technicians,29-2051,3219,32124,32124: Pharmacy technicians,1,1,0.3333333333333333,0.3333333333333333
29-2052.00,29-2052.00: Pharmacy Technicians,29-2052,3219,32124,32124: Pharmacy technicians,1,1,0.3333333333333333,0.3333333333333333
29-2053.00,29-2053.00: Psychiatric Technicians,29-2053,3219,32124,32124: Pharmacy technicians,1,1,0.3333333333333333,0.3333333333333333
29-2091.00,29-2091.00: Orthotists and Prosthetists,29-2091,3219,32124,32124: Pharmacy technicians,1,1,0.3333333333333333,0.3333333333333333
51-9082.00,51-9082.00: Medical Appliance Technicians,51-9082,3219,32124,32124: Pharmacy technicians,1,1,0.3333333333333333,0.3333333333333333
29-2099.01,29-2099.01: Neurodiagnostic Technologists,29-2099,3219,32124,32124: Pharmacy technicians,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,29-2099,3219,32124,32124: Pharmacy technicians,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-2099.08,29-2099.08: Patient Representatives,29-2099,3219,32124,32124: Pharmacy technicians,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-2051.00,29-2051.00: Dietetic Technicians,29-2051,3219,32129,32129: Other medical technologists and technicians,1,1,0.3333333333333333,0.3333333333333333
29-2052.00,29-2052.00: Pharmacy Technicians,29-2052,3219,32129,32129: Other medical technologists and technicians,1,1,0.3333333333333333,0.3333333333333333
29-2053.00,29-2053.00: Psychiatric Technicians,29-2053,3219,32129,32129: Other medical technologists and technicians,1,1,0.3333333333333333,0.3333333333333333
29-2091.00,29-2091.00: Orthotists and Prosthetists,29-2091,3219,32129,32129: Other medical technologists and technicians,1,1,0.3333333333333333,0.3333333333333333
51-9082.00,51-9082.00: Medical Appliance Technicians,51-9082,3219,32129,32129: Other medical technologists and technicians,1,1,0.3333333333333333,0.3333333333333333
29-2099.01,29-2099.01: Neurodiagnostic Technologists,29-2099,3219,32129,32129: Other medical technologists and technicians,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,29-2099,3219,32129,32129: Other medical technologists and technicians,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-2099.08,29-2099.08: Patient Representatives,29-2099,3219,32129,32129: Other medical technologists and technicians,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-1291.00,29-1291.00: Acupuncturists,29-1291,3232,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,1,1,0.5,0.5
29-9099.01,29-9099.01: Midwives,29-9099,3232,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,1,1,0.5,0.5
29-1299.01,29-1299.01: Naturopathic Physicians,29-1299,3232,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,1,0.5,0.5,0.25
29-1299.02,29-1299.02: Orthoptists,29-1299,3232,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,1,0.5,0.5,0.25
31-9011.00,31-9011.00: Massage Therapists,31-9011,3232,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,1,0.5,0.5,0.25
31-9011.00,31-9011.00: Massage Therapists,31-9011,3236,32201,32201: Massage therapists,1,0.5,1,0.5
29-1291.00,29-1291.00: Acupuncturists,29-1291,3232,32209,32209: Other practitioners of natural healing,1,1,0.5,0.5
29-9099.01,29-9099.01: Midwives,29-9099,3232,32209,32209: Other practitioners of natural healing,1,1,0.5,0.5
29-1299.01,29-1299.01: Naturopathic Physicians,29-1299,3232,32209,32209: Other practitioners of natural healing,1,0.5,0.5,0.25
29-1299.02,29-1299.02: Orthoptists,29-1299,3232,32209,32209: Other practitioners of natural healing,1,0.5,0.5,0.25
31-9011.00,31-9011.00: Massage Therapists,31-9011,3232,32209,32209: Other practitioners of natural healing,1,0.5,0.5,0.25
31-9091.00,31-9091.00: Dental Assistants,31-9091,3411,33100,33100: Dental assistants and dental laboratory assistants,1,1,1,1
51-9081.00,51-9081.00: Dental Laboratory Technicians,51-9081,3223,33100,33100: Dental assistants and dental laboratory assistants,1,0.5,0.5,0.25
29-2012.00,29-2012.00: Medical and Clinical Laboratory Technicians,29-2012,3212,33101,33101: Medical laboratory assistants and related technical occupations,1,1,0.3333333333333333,0.3333333333333333
29-2012.01,29-2012.01: Histology Technicians,29-2012,3212,33101,33101: Medical laboratory assistants and related technical occupations,1,1,0.3333333333333333,0.3333333333333333
31-9097.00,31-9097.00: Phlebotomists,31-9097,3212,33101,33101: Medical laboratory assistants and related technical occupations,1,1,0.3333333333333333,0.3333333333333333
31-1131.00,31-1131.00: Nursing Assistants,31-1131,3413,33102,"33102: Nurse aides, orderlies and patient service associates",1,1,1,1
31-1132.00,31-1132.00: Orderlies,31-1132,3413,33102,"33102: Nurse aides, orderlies and patient service associates",1,1,1,1
31-1133.00,31-1133.00: Psychiatric Aides,31-1133,3413,33102,"33102: Nurse aides, orderlies and patient service associates",1,1,1,1
31-1122.00,31-1122.00: Personal Care Aides,31-1122,3413,33102,"33102: Nurse aides, orderlies and patient service associates",1,0.5,1,0.5
29-2051.00,29-2051.00: Dietetic Technicians,29-2051,3219,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
29-2052.00,29-2052.00: Pharmacy Technicians,29-2052,3219,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
29-2053.00,29-2053.00: Psychiatric Technicians,29-2053,3219,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
29-2091.00,29-2091.00: Orthotists and Prosthetists,29-2091,3219,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
29-9093.00,29-9093.00: Surgical Assistants,29-9093,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
31-2012.00,31-2012.00: Occupational Therapy Aides,31-2012,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
31-9092.00,31-9092.00: Medical Assistants,31-9092,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
31-9093.00,31-9093.00: Medical Equipment Preparers,31-9093,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
31-9099.01,31-9099.01: Speech-Language Pathology Assistants,31-9099,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
31-9099.02,31-9099.02: Endoscopy Technicians,31-9099,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
51-9082.00,51-9082.00: Medical Appliance Technicians,51-9082,3219,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
51-9083.00,51-9083.00: Ophthalmic Laboratory Technicians,51-9083,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,1,0.3333333333333333,0.3333333333333333
29-1071.00,29-1071.00: Physician Assistants,29-1071,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,0.5,0.3333333333333333,0.16666666666666666
29-1071.01,29-1071.01: Anesthesiologist Assistants,29-1071,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,0.5,0.3333333333333333,0.16666666666666666
29-2055.00,29-2055.00: Surgical Technologists,29-2055,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,0.5,0.3333333333333333,0.16666666666666666
31-9095.00,31-9095.00: Pharmacy Aides,31-9095,3414,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,0.5,0.3333333333333333,0.16666666666666666
29-2099.01,29-2099.01: Neurodiagnostic Technologists,29-2099,3219,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,29-2099,3219,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-2099.08,29-2099.08: Patient Representatives,29-2099,3219,33103,33103: Pharmacy technical assistants and pharmacy assistants,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
29-2057.00,29-2057.00: Ophthalmic Medical Technicians,29-2057,3237,33109,33109: Other assisting occupations in support of health services,1,1,0.5,0.5
29-2092.00,29-2092.00: Hearing Aid Specialists,29-2092,3237,33109,33109: Other assisting occupations in support of health services,1,1,0.5,0.5
31-2011.00,31-2011.00: Occupational Therapy Assistants,31-2011,3237,33109,33109: Other assisting occupations in support of health services,1,1,0.5,0.5
31-2021.00,31-2021.00: Physical Therapist Assistants,31-2021,3237,33109,33109: Other assisting occupations in support of health services,1,1,0.5,0.5
31-2022.00,31-2022.00: Physical Therapist Aides,31-2022,3237,33109,33109: Other assisting occupations in support of health services,1,1,0.5,0.5
29-9093.00,29-9093.00: Surgical Assistants,29-9093,3414,33109,33109: Other assisting occupations in support of health services,1,1,0.3333333333333333,0.3333333333333333
31-2012.00,31-2012.00: Occupational Therapy Aides,31-2012,3414,33109,33109: Other assisting occupations in support of health services,1,1,0.3333333333333333,0.3333333333333333
31-9092.00,31-9092.00: Medical Assistants,31-9092,3414,33109,33109: Other assisting occupations in support of health services,1,1,0.3333333333333333,0.3333333333333333
31-9093.00,31-9093.00: Medical Equipment Preparers,31-9093,3414,33109,33109: Other assisting occupations in support of health services,1,1,0.3333333333333333,0.3333333333333333
31-9099.01,31-9099.01: Speech-Language Pathology Assistants,31-9099,3414,33109,33109: Other assisting occupations in support of health services,1,1,0.3333333333333333,0.3333333333333333
31-9099.02,31-9099.02: Endoscopy Technicians,31-9099,3414,33109,33109: Other assisting occupations in support of health services,1,1,0.3333333333333333,0.3333333333333333
51-9083.00,51-9083.00: Ophthalmic Laboratory Technicians,51-9083,3414,33109,33109: Other assisting occupations in support of health services,1,1,0.3333333333333333,0.3333333333333333
29-1071.00,29-1071.00: Physician Assistants,29-1071,3414,33109,33109: Other assisting occupations in support of health services,1,0.5,0.3333333333333333,0.16666666666666666
29-1071.01,29-1071.01: Anesthesiologist Assistants,29-1071,3414,33109,33109: Other assisting occupations in support of health services,1,0.5,0.3333333333333333,0.16666666666666666
29-2055.00,29-2055.00: Surgical Technologists,29-2055,3414,33109,33109: Other assisting occupations in support of health services,1,0.5,0.3333333333333333,0.16666666666666666
31-9095.00,31-9095.00: Pharmacy Aides,31-9095,3414,33109,33109: Other assisting occupations in support of health services,1,0.5,0.3333333333333333,0.16666666666666666
11-3012.00,11-3012.00: Administrative Services Managers,11-3012,0411,40010,40010: Government managers - health and social policy development and program administration,1,0.125,1,0.125
11-3012.00,11-3012.00: Administrative Services Managers,11-3012,0412,40011,"40011: Government managers - economic analysis, policy development and program administration",1,0.125,1,0.125
11-3012.00,11-3012.00: Administrative Services Managers,11-3012,0413,40012,40012: Government managers - education policy development and program administration,1,0.125,1,0.125
